Gene Name	Sample 1	Sample 2	Sample 3	Sample 4	Sample 5	Sample 6	Sample 7	Sample 8
AGBL4	0.63234466	1.2936834	8.346318	0.92351186	6.913058	7.6009426	8.7111025	10.892258
AGBL5	21.707836	21.922935	24.558475	17.895615	27.413391	26.763947	29.970705	15.508128
AGER	11.044804	4.0942893	10.575657	24.668215	2.5660138	0.78879786	2.4317558	0.9981814
AGFG1	16.91878	31.670372	21.719551	24.802788	19.023222	21.772057	15.006822	17.755774
AGGF1	64.645386	64.30316	35.288616	62.073627	42.25081	74.26078	43.948116	67.558975
AGK	3.5684001	0.3574343	0.6315084	5.5281296	0.8779872	2.9012413	0.18539603	4.4507823
AGL	97.55883	132.51762	625.5308	89.65317	308.1837	125.58745	457.28616	75.713646
AGMAT	29.723667	29.805262	42.050037	28.342222	15.40278	25.522575	25.563244	27.186737
AGPAT1	114.595924	142.94652	67.99049	63.42325	73.151764	114.29469	113.10741	109.684814
AGPAT2	9.584642	16.112095	21.917004	6.679096	30.423798	23.455954	25.815067	1.5132326
AGPAT3	65.11686	43.434025	48.139927	16.70547	40.85102	53.054886	63.11921	61.434223
AGPAT4	110.68395	206.56978	25.07402	2.3102715	17.376604	108.72523	17.771479	73.933105
AGPAT5	347.4652	650.61694	88.909065	194.81082	166.41647	503.277	65.727005	293.52936
AGPAT6	60.69324	85.69019	42.89479	77.65329	69.88708	59.907825	101.36469	63.469078
AGPAT9	9.422574	31.604183	95.90498	13.151623	29.145283	103.811844	160.26924	123.74176
AGPS	34.853077	61.07069	33.094852	35.057693	82.89055	49.97664	69.52093	38.475178
AGRN	3.5972407	3.468809	17.241686	17.791069	9.4006815	3.9676893	3.753651	3.8335805
AGRP	14.922697	21.818174	14.526012	13.074191	35.244366	10.573501	38.34972	4.53705
AGT	842.6101	495.31863	75.69142	12.126379	53.415703	387.8083	85.32337	400.5936
AGTPBP1	22.570951	45.170315	6.509655	1.8136731	16.230389	55.337265	17.109198	42.365955
AGTR1	7.496147	15.948056	46.254265	17.881023	28.122517	11.52716	50.21667	15.419978
AGTR2	9.291782	10.447669	8.43848	10.110377	8.95187	11.019569	2.682549	4.4572334
AGXT	1.5089315	2.418684	2.2581034	9.344082	1.1079494	6.300475	9.898701	3.7792249
AGXT2L1	669.2094	472.63324	16.739164	6.846983	10.124136	361.53098	16.343899	265.82852
AHCTF1	1.2045091	6.3443894	1.4603262	9.289293	6.9820876	1.4363757	6.1805077	8.000897
AHCY	63.182602	104.68811	101.00973	79.52809	121.4614	66.7426	90.68098	44.80368
AHCYL1	1239.5934	738.3407	278.69586	204.60402	354.58215	763.3759	201.93791	547.45685
AHNAK	8.666493	12.17272	15.126125	31.751238	21.235619	17.054274	17.90299	12.817462
AHNAK2	4.8246317	1.6708469	69.7066	11.577929	22.384987	7.249098	1.8252058	37.494972
AHR	23.341492	33.516033	32.996128	126.841225	100.61677	21.673082	61.852676	14.585157
AHSA1	309.89615	344.30597	245.2962	268.8367	331.35388	455.21573	353.3106	503.86148
AHSA2	156.42647	208.1232	44.372528	185.37387	207.47005	147.14938	121.92404	53.48215
AHSG	3.1986396	11.819134	8.345172	1.6407646	1.6840119	10.949284	6.298177	10.247085
AICDA	1.7913735	5.8463774	8.736775	106.087326	5.119722	0.63331324	11.7040615	6.682997
AIF1	13.70547	8.799128	8.262174	13.829084	3.5068724	12.540084	25.00642	23.264719
AIFM1	33.647964	58.908794	82.80859	78.9656	62.51914	105.168625	123.980896	35.36256
AIFM2	0.9358687	1.3159192	1.3605337	1.2719835	2.9912357	2.0218003	6.8445063	0.97472245
AIFM3	58.49653	59.912483	2.5312748	14.335951	11.430641	63.869946	27.671846	74.700325
AIM2	16.268587	6.664526	8.695173	470.5182	28.1115	4.5541377	20.727678	22.240871
AIP	61.239628	76.17448	32.57175	70.05064	86.92452	67.19825	45.730732	47.107624
AIPL1	4.2510834	8.017945	15.413817	21.903965	20.728373	16.012262	3.4261007	19.525883
AIRE	15.181043	5.243082	2.3476238	9.624671	14.033265	19.410767	3.294057	4.937424
AJAP1	17.295845	26.800133	6.039521	14.818751	14.925845	30.459736	19.078838	6.2801704
AK1	226.31673	229.48093	879.79517	53.050827	182.64786	219.3132	644.563	241.82391
AK2	20.448313	24.032183	25.137993	28.482906	36.830124	21.343382	31.808416	10.324338
AK3	164.75128	149.70465	231.1193	127.74474	207.4626	111.11911	352.405	93.332985
AK5	152.40848	174.29576	26.348213	10.091507	14.337095	168.70648	44.920403	166.06392
AKAP10	8.905544	10.751903	10.653922	35.316654	27.752031	35.281704	12.063528	16.901196
AKAP11	335.30188	594.29456	119.063644	216.645	185.29951	551.7938	100.93151	517.6993
AKAP12	2.495414	0.86567247	2.5537953	3.6197875	3.7928922	8.801901	3.8155344	2.789629
AKAP13	35.438473	25.594675	77.84826	87.52692	68.31545	30.776793	60.96428	23.757204
AKAP3	4.1986504	7.1704206	2.5294564	1.2630551	3.3973494	4.194219	4.4083686	5.569676
AKAP4	2.7321818	14.047344	3.1712718	3.860216	22.362553	5.646602	10.930985	2.7989235
AKAP5	2.0164573	4.167051	10.879784	19.938997	13.397415	3.1676216	15.417064	2.999024
AKAP6	73.56902	73.72201	54.86618	21.718925	22.756748	123.982895	45.821888	128.43901
AKAP7	64.116035	93.278534	34.065483	64.34039	36.85385	66.97556	63.77918	73.615265
AKAP8	43.52422	56.774265	56.975964	85.99179	85.62436	48.15654	43.638165	39.801804
AKAP9	2.0439498	0.95939606	12.448385	9.27814	1.6544218	11.807386	1.1628543	1.4637673
AKIRIN2	9.185651	22.06201	26.415897	25.362509	16.787415	14.9176655	3.0709517	12.561467
AKNA	0.9982266	3.2490351	1.0500793	0.53535366	0.9211512	0.8139423	2.726941	0.60073787
AKR1A1	95.72862	118.93983	127.32018	187.0093	312.72375	76.95237	138.40982	80.83212
AKR1B1	246.3424	229.1346	481.00195	192.51067	259.56662	453.90195	545.8527	492.12543
AKR1B10	2.9112139	14.25825	305.2192	37.336273	282.41202	21.481905	48.407734	15.858792
AKR1C1	9.311556	4.0494328	16.352833	6.7101793	11.031608	12.876142	7.4788775	34.580894
AKR1C2	0.2600427	2.9404778	3.9318035	1.0429118	7.962912	9.598287	5.5458694	4.477618
AKR1C3	49.985268	27.699423	60.940025	7.7117453	105.77044	40.922012	100.92966	21.430052
AKR1C4	7.780981	9.471553	8.9668045	10.16774	7.2130136	5.7496486	8.667021	4.4441953
AKR1CL2	2.2592733	1.1485178	1.3316562	1.5590271	1.6918433	3.1386592	2.108873	1.5198594
AKR1D1	0.27950346	1.4545232	6.1506915	2.3917158	3.3751981	4.662996	2.9362977	6.529781
AKR7A2	91.31153	88.55728	77.999344	85.43056	111.7586	89.719315	104.859985	79.76771
AKR7A3	50.53722	33.964863	40.81406	32.65338	54.099487	41.97009	42.89367	40.89684
AKT1	83.84617	82.11121	90.35783	79.62937	164.46414	105.702446	88.96404	70.91077
AKT1S1	17.776876	10.144614	14.432061	6.2475905	19.196535	13.437221	11.661097	17.058825
AKT2	26.642025	49.123116	41.83207	34.638657	18.839775	21.377018	46.267815	29.454447
AKT3	99.948166	196.43837	36.64336	48.36659	47.887814	332.05927	51.109043	284.47064
AKTIP	180.61609	340.063	142.24313	62.486576	123.49562	394.21283	95.725334	417.49207
ALAD	297.8786	237.30103	53.89702	32.58708	86.8093	297.51993	49.69358	199.7556
ALAS1	53.471237	79.96963	156.18286	72.57311	139.37787	90.55746	109.77965	117.41911
ALAS2	1.031158	0.9103646	1.6473645	0.9658436	0.73224205	1.0529175	1.1401521	0.65799224
ALB	0.9922327	7.2768292	6.8251014	4.269864	4.4231043	12.534982	0.5514746	0.50702363
ALCAM	341.92258	490.68674	25.937809	77.17891	179.13097	306.8053	263.83655	234.8463
ALDH18A1	30.083288	41.07502	42.34227	90.5619	244.54633	57.550373	70.2405	32.915092
ALDH1A1	214.088	134.80443	165.75548	41.012447	590.04004	154.51765	248.74057	54.87318
ALDH1A2	4.721161	10.833377	9.932	4.2410626	12.174904	3.903734	4.595778	5.24681
ALDH1A3	26.762482	23.966467	48.495525	31.996662	291.52536	21.583975	169.93674	14.322439
ALDH1B1	13.064853	16.631866	10.131716	3.1322978	12.755401	8.507976	20.997725	11.510301
ALDH1L1	79.375336	81.77433	37.367252	2.0056343	97.02681	42.894062	194.5024	59.37506
ALDH1L2	0.98583645	0.6195183	1.7608366	1.1082398	12.418738	3.7881372	12.304767	1.106934
ALDH2	643.1643	570.134	655.4839	312.3959	591.32214	703.7334	388.83038	466.91327
ALDH3A1	3.009801	4.079729	423.19107	114.96355	631.45667	5.009393	48.470337	1.8893449
ALDH3A2	101.272255	105.976295	293.30212	85.64594	489.9462	87.85072	160.78433	74.988495
ALDH4A1	108.23019	67.24161	95.52064	12.8344755	42.138607	45.13367	86.58352	27.957535
ALDH5A1	135.07135	178.73929	43.781345	83.22811	51.71439	257.96622	68.94027	215.20027
ALDH6A1	16.67676	10.589173	19.613031	2.673547	14.652884	18.199953	13.778665	18.188623
ALDH7A1	219.26506	173.56483	117.69937	55.07507	239.56726	131.57597	92.9647	111.03961
ALDH8A1	42.051834	68.52292	10.900742	5.782067	14.553021	67.35528	8.38659	26.31027
ALDH9A1	328.20648	302.01093	506.66785	224.17044	717.9152	235.72595	317.21747	210.08423
ALDOA	379.0709	577.2436	2314.021	314.5656	833.17065	761.3413	2374.1753	972.6226
ALDOB	1.9953548	0.33407262	2.7855449	2.2376373	0.21822006	0.7703817	0.31411007	2.5758827
ALDOC	1041.4987	1130.7756	73.246925	97.707596	93.36824	2166.1548	78.60791	2871.0347
ALG1	1.2279176	17.02738	9.5068865	23.236973	37.51521	17.713531	25.104343	11.569971
ALG12	4.1535673	21.533276	4.8155127	20.280806	15.714171	2.4598777	20.554735	3.4610884
ALG13	106.86969	105.18631	41.105724	123.4453	110.11647	93.039696	102.196976	72.81904
ALG2	38.062275	48.280823	58.317844	89.21966	121.881966	72.14386	97.55939	55.27614
ALG3	34.049747	24.159695	62.972824	54.715275	62.499714	43.952732	72.62357	19.060873
ALG5	14.709977	15.289768	24.833923	11.8203535	21.149189	18.374815	17.344374	20.78217
ALG6	60.181023	85.69645	69.494896	106.14191	109.196396	64.61052	52.852318	62.022324
ALG8	65.85026	74.088844	68.928444	80.45375	91.00031	89.88664	62.26233	72.56777
ALG9	22.46353	26.90835	24.496105	34.425423	80.50085	39.528183	34.795227	14.692852
ALK	13.764059	11.737928	11.223413	6.514501	17.37415	14.441083	17.812286	3.5416484
ALKBH2	27.466774	58.045155	39.88067	50.79654	43.93089	48.667423	47.866833	43.894493
ALKBH3	34.33352	31.461239	36.42851	38.92601	69.12028	38.25995	49.522125	26.10301
ALMS1	25.407143	32.171623	25.970194	43.701046	13.791772	27.758543	34.249287	29.188858
ALOX12	15.095718	14.072637	118.474	17.443617	68.589775	13.294755	25.804916	5.887593
ALOX15	1.2427524	3.904807	2.841572	1.0097988	2.3992863	1.8027418	2.0663848	1.5758576
ALOX15B	12.058393	9.653868	6.5611405	13.854055	11.52519	18.347704	11.258907	6.7070074
ALOX5	29.997707	4.835262	2.8096492	33.375107	4.8468695	26.529743	10.993862	6.822258
ALOX5AP	103.10655	139.4838	54.0278	226.49731	74.04807	111.0589	37.40204	53.842285
ALPI	0.8587248	0.81459117	1.0587338	0.76878715	1.1546569	1.092276	0.87257636	0.7726336
ALPK3	3.782404	4.4984674	69.04248	1.4687011	36.58301	3.08732	233.7723	1.93624
ALPL	1.8680922	12.755849	4.4724774	13.924619	10.167536	1.1127714	2.13495	2.4121618
ALPP	0.883184	1.0349739	0.9154689	0.72060233	0.9558647	0.98463064	0.9625867	0.70141065
ALPPL2	4.491215	7.818631	3.6735954	2.0477777	5.6512556	17.881485	9.727514	2.4863033
ALS2	3.8794622	7.8558865	10.095585	9.41487	12.611235	4.8796034	19.258898	13.084729
ALS2CL	40.167603	59.55518	75.64428	27.530552	110.94451	31.597025	43.552773	50.124664
ALS2CR12	3.3519316	17.97488	3.8449678	2.7441194	11.749861	3.8694005	4.570905	3.3181827
ALS2CR8	4.0189586	9.754199	1.5742965	8.020416	4.943825	6.311656	2.6207378	0.8511526
ALX1	2.779912	2.1255891	2.4942	1.8965938	3.3309646	3.2409692	1.729487	3.4613144
ALX3	4.389543	8.655291	2.4072442	1.2637101	10.06228	10.083829	3.238081	6.5764217
ALX4	9.257645	6.910853	2.8222668	3.1676323	3.259011	11.894658	3.2495456	1.6802711
AMACR	21.664553	25.63663	10.722174	13.960793	37.67985	32.82057	20.802807	26.785492
AMBN	16.028294	8.910143	20.456282	6.4557633	12.894777	5.142343	11.045626	16.119759
AMBP	0.86786026	1.0551326	0.79241824	0.6639334	0.6035863	0.9658172	1.2764229	0.8119685
AMBRA1	29.413666	62.172302	28.32899	47.04194	41.788895	81.90948	50.00585	40.225414
AMDHD1	6.15793	12.779706	15.18245	9.048155	15.656988	18.083792	4.662571	13.949549
AMDHD2	4.028179	0.9251634	3.4571273	5.8358345	14.235626	3.563901	4.230553	3.2119062
AMELX	9.673497	6.896083	11.426768	7.1508703	10.174898	15.948018	7.8864126	6.465676
AMELY	18.360931	8.340148	22.605022	13.75954	32.25149	9.463201	15.274313	7.5204353
AMFR	139.50131	95.75062	89.14668	59.327087	91.98567	119.686356	6.415347	37.562023
AMH	5.5592647	8.594358	3.2299736	3.7608218	1.1468222	7.404964	12.938022	4.0701094
AMHR2	3.5714455	4.4258747	4.6434536	2.0314748	1.6549138	3.9188008	5.072558	2.6383924
AMICA1	2.139538	5.6243386	40.0988	73.83006	33.648678	2.0849893	9.113186	6.753145
AMIGO1	33.897614	78.18837	29.897291	31.973173	40.66135	97.8137	60.617435	124.886955
AMIGO2	29.284119	151.23914	18.77092	67.2079	56.10692	55.01292	47.677044	20.368021
AMMECR1	20.24366	20.7575	104.053085	80.32083	85.03536	15.921263	40.801674	20.149094
AMN	42.16791	22.210022	31.600876	42.21729	42.38639	36.447075	35.666748	32.75077
AMOT	7.1531925	8.524227	15.1515875	9.16855	5.710502	14.125299	10.201189	18.432404
AMPH	58.61992	141.46469	19.836916	13.343946	27.272247	244.60658	40.56362	385.66812
AMT	83.25844	64.40846	70.28668	53.914047	122.36928	57.551296	168.84285	58.10356
AMY2B	103.43216	96.02133	76.417496	120.32297	104.31712	88.23955	123.64615	113.356445
ANAPC1	44.432278	41.765663	53.407307	65.66084	45.685795	48.645058	34.325687	47.82392
ANAPC10	30.232437	40.21643	29.884966	36.935173	52.895832	50.741253	37.031464	30.771317
ANAPC11	8.95877	4.531085	3.3432064	13.919899	4.8922486	9.721087	8.803373	9.101614
ANAPC13	271.04633	460.68695	217.17241	212.3202	338.96338	445.68433	311.72043	441.96832
ANAPC2	73.84694	58.60954	56.118355	52.52608	60.321716	51.86779	78.709015	48.83967
ANAPC4	113.041664	138.44272	144.64822	175.56535	131.10902	125.60525	144.01125	91.37672
ANAPC5	348.95825	383.0434	204.54506	365.57944	332.29733	344.97726	356.44983	303.67667
ANAPC7	32.28691	38.093803	28.56871	39.39958	37.007168	33.776146	30.0079	25.192867
ANG	25.364206	6.6606216	30.15652	11.909717	74.02002	7.140662	144.74084	6.0254397
ANGPT1	3.8229558	1.4975535	0.67314386	2.735198	4.431225	0.56399626	2.729911	3.2641401
ANGPT2	4.639666	13.224762	1.8746043	12.707497	4.532359	22.043434	14.549106	13.043668
ANGPT4	0.99096245	1.7152705	5.5431843	2.3835478	1.1028485	1.7795694	2.3679872	3.4835815
ANGPTL1	5.6164465	2.611276	92.12574	3.8620837	59.767548	4.141401	35.285076	2.5884078
ANGPTL2	114.19908	130.55336	190.87653	39.64323	81.374565	104.98904	146.15602	87.61899
ANGPTL3	7.2804947	11.558907	3.4180555	7.978748	0.7926889	7.819145	1.8860848	6.938169
ANGPTL4	78.05339	60.52187	49.355946	14.250211	23.186895	39.0749	16.206045	45.91035
ANGPTL6	1.7716007	2.6847205	3.044242	35.940807	3.619052	3.012806	1.5729215	3.1720123
ANGPTL7	0.865712	1.556056	31.293919	1.5384763	39.18205	1.8575526	23.258692	1.1990503
ANK1	15.380631	19.005203	150.65387	27.826017	110.82801	31.076427	410.06226	17.762226
ANK2	549.8699	739.553	91.17104	43.495327	78.1499	1225.172	130.13524	1271.5221
ANK3	476.2933	567.51917	172.5244	75.27937	292.7949	900.74243	230.3449	737.3901
ANKAR	1.2194554	3.4770179	2.1260817	0.92213315	0.5809179	1.961481	0.4798818	0.92367435
ANKH	10.406074	4.352056	16.075853	7.2621355	10.522605	23.095266	10.285331	12.048738
ANKHD1	31.322662	34.536907	30.023243	69.10018	43.035316	27.019732	37.115856	6.971563
ANKRD1	2.7619786	1.4254829	8.567674	8.347929	17.480404	13.942735	24.772024	6.109579
ANKRD17	122.380844	142.05798	82.38606	92.73354	122.71187	166.99332	131.70418	206.1536
ANKRD2	10.603735	13.344567	51.47354	8.84253	102.77724	17.266636	842.6198	23.745289
ANKRD23	9.41155	42.71917	468.7889	9.035601	137.09567	34.158485	514.11414	14.2168045
ANKRD27	99.04162	157.38803	85.35227	134.72728	125.86323	152.13266	109.47177	120.35589
ANKRD30A	0.73389584	2.8263175	8.290561	5.425682	7.117889	0.9847356	6.7324753	7.7701864
ANLN	704.3279	631.9481	16.93609	19.69898	34.426037	586.4163	1.3124789	303.92322
ANO1	23.461418	2.2663102	7.8300986	3.49739	70.76851	14.279166	3.5393543	11.962391
ANO10	50.84797	68.18501	60.64291	16.79837	89.13199	47.570015	47.01888	69.6144
ANO2	11.115882	17.243612	21.041893	3.0625536	9.469764	11.901223	2.599392	19.664255
ANO3	2.9422276	5.6363	0.97081137	10.682311	0.9945582	94.40261	1.0230051	74.47198
ANO4	31.031706	20.696854	2.7817829	12.90163	15.594815	23.732584	6.046814	21.447306
ANO5	45.817165	60.621517	146.12901	14.666332	37.791073	57.87287	159.90326	59.73601
ANO6	81.71671	115.172554	127.44523	74.38108	207.48236	84.273346	183.44461	56.198647
ANO7	21.434824	14.237451	11.112906	6.691334	12.198451	27.9001	51.913292	6.6239915
ANO8	55.822933	56.1796	26.403727	24.317556	44.175377	70.28847	38.281597	64.52692
ANO9	5.750212	23.043116	40.72878	91.3568	44.09966	7.8240113	21.654612	9.127042
ANP32A	94.84084	137.87003	64.55247	125.144196	97.80956	133.69722	55.13501	81.3087
ANPEP	14.234562	4.103803	20.473394	10.224535	60.139194	5.005638	80.05523	5.8463035
ANXA1	44.460613	32.10255	5371.2974	724.68335	5911.2236	50.2152	689.1903	16.751537
ANXA11	40.306	53.487385	376.34796	236.80975	332.5481	69.30182	319.1758	85.55521
ANXA13	3.3718293	4.496509	9.061877	4.8925376	2.7054384	2.0530767	2.224464	3.135026
ANXA2	0.32238904	2.1289685	6.98297	0.42330152	6.1279345	4.17896	1.8326294	0.50937897
ANXA3	22.118736	49.684162	66.3225	17.19113	334.71686	90.82807	149.04927	46.384914
ANXA4	65.51644	70.2311	103.92838	110.31918	269.17236	68.602646	86.4454	33.664433
ANXA5	281.64853	362.87088	133.49529	206.5268	550.9247	314.73422	401.31342	182.33528
ANXA7	239.18468	312.72543	292.06964	283.5181	376.77487	317.11597	333.00412	233.24297
ANXA9	1.860115	3.7364798	1.0279543	17.001596	28.32265	2.451508	1.1274443	2.3623812
AOC3	22.744623	20.921785	60.599663	21.91914	52.784046	49.65269	50.217777	17.836044
AOF2	18.332308	25.154852	14.920669	22.274973	24.816315	31.049511	19.627064	19.295147
AOX1	13.860994	3.401149	14.1511	15.251781	24.799538	7.35168	17.71556	12.641076
AP1B1	38.80266	77.166794	59.328293	95.26327	52.218674	61.880764	56.042976	32.885086
AP1G1	44.564537	66.91559	58.96543	66.63559	71.099625	73.127235	32.63747	65.461624
AP1G2	28.82584	34.851547	77.007576	135.45197	91.49804	31.884716	40.48731	33.52775
AP1GBP1	18.118923	21.22302	16.711193	49.522552	29.688274	26.424887	19.337692	12.229952
AP1M1	137.648	195.56503	74.8955	153.69077	119.16512	204.29408	122.54842	205.1341
AP1M2	2.7395298	1.0842242	18.361734	9.22044	64.41627	6.562293	60.595043	3.9332232
AP1S1	9.721835	2.1874971	16.848446	3.1508694	35.017765	21.748573	16.360617	29.172651
AP1S2	25.307205	54.34596	54.420677	20.807331	23.49818	104.03949	79.25024	136.44556
AP1S3	0.15148315	1.2032416	5.234794	7.669992	0.531764	6.299028	3.363004	5.039131
AP2A1	44.955902	43.532745	40.33775	58.601097	47.175423	32.844635	61.523937	26.753225
AP2A2	100.38159	124.52164	73.22333	110.96	137.04066	141.40697	130.66576	121.329384
AP2B1	228.70946	287.1758	90.086426	132.7105	132.6608	292.34616	155.12329	261.2001
AP2M1	250.07678	412.7195	196.62956	155.46066	247.51337	580.6013	178.7748	681.5544
AP2S1	98.71907	147.09506	149.99004	102.09667	141.07295	184.35878	130.10886	184.97296
AP3B1	28.02183	25.930515	30.668207	37.102417	39.459427	35.609043	24.099808	24.41146
AP3B2	1.3545966	12.505845	10.18088	3.414212	5.985002	21.78801	5.312035	28.287521
AP3D1	116.1387	193.74886	145.70544	205.33205	260.8874	147.13914	208.73972	213.87732
AP3M1	71.33942	81.672455	76.35903	110.801506	137.84654	81.08737	73.95352	50.116447
AP3M2	21.198593	37.335217	20.404991	50.28884	21.708956	33.580788	18.378551	25.597055
AP3S1	255.82486	385.57846	296.43024	340.04617	543.6013	557.6366	341.60626	472.81888
AP3S2	22.861973	23.29397	16.503277	19.894203	24.477175	14.786324	22.521742	22.073174
AP4B1	70.79834	93.67609	77.67816	92.02762	74.73166	75.58737	67.90531	61.97795
AP4E1	2.0803332	2.0213623	6.8621674	5.8415475	5.867735	13.38613	9.120123	3.7686121
AP4M1	17.472254	1.5889076	2.674674	5.272104	4.261504	17.523258	5.4940047	12.27086
AP4S1	15.305781	37.167	10.467943	13.660343	13.218907	27.651733	21.760778	22.147919
APAF1	25.695795	30.265284	23.808296	68.468506	41.083157	28.393026	25.049212	14.827273
APBA1	5.1317945	4.7042117	22.744862	2.3288636	23.046143	15.312716	10.401733	2.5147085
APBA3	4.93084	3.7184503	1.3751806	18.38582	16.669584	2.2017875	2.6240575	6.7324367
APBB1	180.19962	147.46344	29.944082	21.279554	51.231625	142.96632	42.978	194.57352
APBB1IP	17.458714	19.855871	21.166086	51.171413	14.716508	1.401293	2.9815907	19.428177
APBB2	179.89035	237.3736	58.10198	24.98225	45.754696	202.1451	68.760056	107.76559
APBB3	90.21703	81.88626	51.44184	54.264984	66.40556	50.527737	58.08178	94.63253
APC	139.92735	157.28925	41.495083	48.534843	61.52016	297.7608	27.970278	272.56665
APC2	142.94452	144.1352	9.62789	4.4799786	18.368797	152.63562	9.5044	107.62564
